iso3c,year,E_total,E_efpv,region,subregion,income_group,SEI,SIDS,lf_part_pct,GreenPotShare,GreenPotSharew,country,gdp_const,gdppc_const,gov_exp_pctgdp,lf_participation,exports_const,imports_const,access_electricity,va_agriculture,va_industry,va_services,adj_savings,gdppc_growth,educ_secondary_complete,pop_0_14_pct,pop_65plus_pct,age_dependency_ratio,urban_pop_pct,fuel_exports_pct_exports,nat_resource_rents_pctgdp,gross_capital_const,gross_capital_pctgdp,hc,rnna,democracy,PR,CL,vulnerability,dge,mimic,gini,va_complete,va_total,hhi_va,open_pct,ays,self_emp_pct,gross_savings_pct,DeltaY,deltalnK,DeltaLnL,DeltaLnGDPpc,LnGDPpc
PRT,2013,4429.377,2652.749,4,14,1,1,1,59.274,0.5988988970683686,0.35499133224830487,Portugal,194481859081.567,18597.721407072,45.5809604098825,59.274,73073976876.5007,68120473362.8387,100,3926228828.00312,38027759914.9422,128429211521.296,2.63698771225164,-0.439198572939205,31.8700008392334,14.7779358925294,19.6276592820198,52.4520220427443,62.352,10.406916246067,0.196206023994317,28848534539.6848,14.6835299275763,2.41070818901062,2536542.75,7,7,7,0.342641780503985,22.14678382873535,23.538311004638672,0.332,TRUE,170383200264.24133,0.618509099530294,72.60031907660937,8.65514,21.9145711846569,15.7809249051105,-0.009889810941380972,-0.05037049555061657,-0.01437138447519537,-0.004401658831859834,9.830794347200813
PSE,2013,866.295,622.5980000000001,3,16,3,1,1,41.801,0.7186905153556238,0.3004198223238043,Palestine State of,13492400000,3309.63120243098,25.1983472013614,41.801,2117300000,6660800000,99.9,1049400000,2949600000,7981200000,NA,2.21485047926886,38.5099983215332,40.7222113242063,3.07821509269255,77.9372989223921,74.863,0.232120460276173,0,3193500000,22.6939439902334,NA,96181.3125,NA,NA,NA,NA,NA,NA,0.383,TRUE,11980200000,0.5121117269748403,65.05958910201298,8.87376,31.9459783829473,-12.9185009803559,0.04591527244002336,0.13493253928698223,0.002922857854691152,0.02190678924165468,8.104592042958386
SLB,2013,411.609,113.61999999999999,5,6,3,2,2,84.273,0.2760386677647962,0.2326260664854267,Solomon Islands,1271231099.22786,2136.72036781191,30.5006730113438,84.273,636345250.901011,634076269.827689,44.7,394090973.164498,243988780.971348,636347387.040423,14.9982745769219,1.463159102823,25.3463439941406,40.4427300002521,3.45527737858121,78.2467882651838,21.433,0.00744121369103079,17.7681136707893,182888456.125242,14.6465883555735,NA,NA,4.5,4,5,0.64893341197618,NA,31.12763214111328,0.422,TRUE,1274427141.176269,0.38159693971792674,99.93631539539494,5.6220284,70.8219940310587,7.6113696631487,NA,NA,NA,NA,7.667027394072074
SLV,2013,2629.507,1174.377,2,5,4,1,1,60.524,0.4466148977736131,0.27030920072850156,El Salvador,22499794814.169,3665.1547327058,22.9958128249062,60.524,6484118687.743,10816173189.4864,95,1359169577.4249,5727946343.38659,13460435465.0456,2.44355979132955,1.76908303690966,29.3500003814697,29.8840301887702,6.93865729334162,58.2846485906134,68.036,2.310418912892,0.938918673106463,3623924724.80068,17.0194025181256,2.110438108444214,138905.65625,5.5,6,5,0.420290467494144,42.65501022338867,43.60051727294922,0.401,TRUE,20547551385.85709,0.5112247257628505,76.89088731749113,6.43433,41.9341801454719,-3.98204534954363,0.021594670871557753,-0.03969170616469242,0.0054174634033410385,0.01753616902392885,8.206625832448871
SRB,2013,2310.718,1308.679,4,14,4,1,1,51.154,0.5663516707793855,0.28971153367048685,Serbia,41518250511.0447,5793.33614236087,39.1277174777981,51.154,15758679440.9687,18446861783.3072,99.9,2271879995.75206,11215199925.1513,21325141612.2605,0.656316675401479,0.941379085120815,66.5599975585938,14.3063334267661,17.9500038447375,47.6152988175827,55.469,NA,2.05963239192195,7118869104.82372,17.1235575159888,3.237992286682129,505135.34375,6,6,6,0.410242801252945,NA,NA,0.342,TRUE,34812221533.163864,0.483297528365506,82.38675956535435,10.56494,32.4417827253176,9.24584546404908,0.004505622052722202,-0.02471068351755079,0.01974241876351801,0.009369757255115019,8.664463595023573
SVK,2013,2329.559,1320.533,4,4,1,1,1,59.249,0.5668596502599847,0.3358586741825384,Slovakia,82553607304.9464,15249.8825237603,40.0242603858589,59.249,73342373592.3074,69659819313.882,100,1642533978.41016,21688955479.232,51248006540.8925,8.70467289368174,0.59516796903803,85.9599990844727,15.3454402766956,13.2842884791878,40.1143714089078,54.14,5.49862698466683,0.296934539699268,18296017350.6465,22.1131489252307,3.688081741333008,608169.8125,7,7,7,0.347084476935481,16.291187286376953,17.34752655029297,0.253,TRUE,74579495998.53467,0.5572474785299926,173.2234333236957,12.442,15.5763186340132,26.9680569174702,0.007008618501973984,0.035362791668926974,0.0011145637468317204,0.0059340384070445396,9.632327078645906
THA,2013,38570.448,15593.999999999996,3,12,4,1,1,69.97,0.4042991670721584,0.28288812720038925,Thailand,385308369004.167,5516.61164164135,19.817256200685,69.97,267149268837.789,242386831100.608,99.4,38177534151.4047,141135070107.526,205676121521.14,11.5019963244307,2.08615316028128,29.2900009155273,18.8099541307216,9.50238115795486,39.4940129315302,46.193,6.26560639926067,2.61852748014065,NA,27.4571011829666,2.6313772201538086,3787880,4,4,4,0.413423514578178,47.03238677978515,48.56422805786133,0.396,TRUE,384988725780.0707,0.42963756981220663,132.2411193027802,7.90906,58.1201879223892,31.0842654809178,NA,NA,NA,NA,8.615519117762524
TLS,2013,364.768,80.87299999999998,3,12,3,2,2,67.245,0.22171078603386257,0.1490894180684709,Timor-Leste,1485364306.59745,1281.92864092574,62.9205960992096,67.245,87284656.4155523,877648791.274291,59.2,300246400,268270900,898997911.295607,NA,0.985677294077263,49.6095314025879,40.3963510673646,5.0146069500602,83.1870928982483,28.779,NA,NA,576437262.116943,41.7887762323789,NA,NA,4.5,5,4,0.554955577035477,NA,NA,0.325,TRUE,1467515211.295607,0.4505544286749683,64.96274640530667,5.30377,80.6684261529324,-26.6761618350403,0.13591112786482284,0.17738068089906278,-0.007954006697334037,0.06990084671892571,7.156120973626996
TUR,2013,25523.641,12714.853000000001,3,16,4,1,1,50.84,0.49815984326060697,0.2532644643136926,Turkey,776389567770.091,10195.8475785153,29.1213621409762,50.84,191800047407.787,227347178895.254,100,54038579603.4269,217982840013.258,412979998803.872,12.3347734660975,7.10131954327058,33.7599983215332,24.7039256858802,7.43312133781708,47.3558028630143,72.531,6.11133521147795,0.621362748916478,NA,29.6194607828599,2.3101391792297363,6483056.5,4.5,5,4,0.364389288886716,27.272876739501953,30.753582000732425,0.394,TRUE,685001418420.5569,0.4709643579134282,53.986715394295636,7.63214,35.9236962566242,24.6781809932096,0.08144925952197113,NA,0.017500793890799837,0.06860511205517383,9.229735816239042
URY,2013,1616.764,964.4639999999998,2,5,1,1,1,64.844,0.5965397547199219,0.3868202385505861,Uruguay,55664418793.7377,16639.4054750651,29.2703887862228,64.844,12600668230.232,14105964437.3897,99.6,3571817602.39751,14007361678.0477,32703308575.4949,13.5647184886036,4.32675421961548,27.0200004577637,21.5240049059332,14.4509058429689,56.1887709485469,94.843,0.491961483180946,1.29138043579779,12494821574.835,22.4844120119644,2.643269300460815,279195.03125,7,7,7,0.421639789704988,43.46270751953125,47.03415298461914,0.371,TRUE,50282487855.94011,0.5056583473928447,47.977924222261386,8.52388,27.3173129931271,19.4728383788888,0.0453321791679997,0.046633649127191035,-0.005827782184036678,0.04235765529774049,9.719528985074962
USA,2013,143929.34,95760.97700000001,2,9,1,1,1,62.735,0.6653332600566363,0.4173968206965307,United States of America,17334068403000,54844.2425797154,22.8814639786791,62.735,2178380200000,2526622812000,100,NA,NA,NA,7.3429277018746,1.41274167855774,88.1500015258789,19.4092161082283,13.7011927174869,49.5000913054722,81.299,10.7639934435291,0.750833995599957,3523302247000,20.3792642750296,3.7175486087799072,63225104,7,7,7,0.297385709468654,8.209929466247559,8.717364311218262,0.381,FALSE,NA,NA,27.143097065347376,13.20003,6.59472247934512,17.5449358299069,0.020957157620447475,0.05052974174922298,-0.005959729984485129,0.014028554854203179,10.912252493552524
VNM,2013,52208.076,18632.821,3,12,3,1,1,77.234,0.35689537764234025,0.27564457596828507,Viet Nam,210137237901.389,2320.08431444934,NA,77.234,136105245374.712,131214202609.755,98.5,32736295163.3696,70673673422.5049,87879695470.0721,19.2798612453016,4.31498880369921,28.1382808685303,23.9358308841883,6.1660567578649,43.0653799174176,32.429,7.33546515638199,5.91331153505454,64246753685.9098,30.2129034609598,2.582211494445801,1206874.375,2,1,3,0.457191727405382,12.768569946289062,14.662693977355955,0.36,TRUE,191289664055.9466,0.3768412127880756,127.21184053533237,7.87507,65.1441483975679,32.1998861782675,0.05404784981143962,0.05744163584201445,0.011865440040913278,0.042244874262092225,7.749358806435046
AGO,2014,5292.302,1204.2820000000002,1,15,3,1,1,76.473,0.2275535296360639,0.17401701071858716,Angola,89650503847.7041,3300.73510980871,27.967359355335,76.473,31563277824.1002,39407460214.1837,32,7494127667.37743,35044569491.0004,45941782592.3353,8.06587143794044,0.981943967654047,15.8599996566772,45.2258854448141,2.70449443635977,92.0505618911043,62.731,97.7227216005661,22.124247625088,31553703508.3093,27.5004591988793,1.4455978870391846,1191334.875,2.5,2,3,0.504314440235378,39.79826736450195,43.666595458984375,0.492,TRUE,88480479750.71312,0.43364669266587197,79.163791604392,3.99069,63.3338962249391,37.5575953379603,NA,NA,NA,NA,8.10190048319522
ALB,2014,1024.134,393.376,4,14,4,1,1,53.42,0.38410598613072117,0.20518941779103125,Albania,11139693788.8124,3855.76074409659,24.3826654387392,53.42,3075089307.41389,5221094595.74028,100,2235186832.54379,2416056858.29823,5127123247.92975,0.919727346394375,1.98538809180384,45.9827041625977,19.3865379916553,12.1667692065035,46.0991071536934,56.423,1.56752332146237,3.41690043441322,2849394311.29657,25.6746926299268,2.9307658672332764,196345.5,5,5,5,0.424262727776944,29.76793670654297,33.860713958740234,0.382,TRUE,9778366938.77177,0.38822587368886535,74.4740749650231,10.005746,57.9261455404605,7.76077703441183,NA,NA,NA,NA,8.257323606112605
ARG,2014,11047.223,6790.898,2,5,4,1,1,59.444,0.614715390465097,0.3654114167080723,Argentina,578937574935.696,13456.1319159151,24.5697808575806,59.444,65490710336.0292,66912422371.9764,100,28518498326.4708,135815066829.015,323356984479.679,5.12761745464701,-3.51326421042003,NA,25.0138297580693,10.894142131574,56.0256427923844,91.377,4.67799000825185,2.96561619466374,97103185691.3638,17.2628810064651,2.9456627368927,2911932.75,6,6,6,0.393834757847058,21.647945404052734,23.8425350189209,0.381,TRUE,487690549635.1648,0.520592405663385,22.870018882901483,10.90851,23.6534777594917,17.667044537805,-0.025447204261411116,-0.06425622056248415,-0.008676335352169495,-0.03576464004839508,9.507190185666095
ARM,2014,1138.002,553.353,3,16,4,1,1,61.77,0.48624958479862074,0.30035636853010805,Armenia,10226102246.6276,3393.09252326884,23.9875580530759,61.77,2990487000.43071,5227662789.05248,99.7,1605666067.31512,2639227454.2333,5037669037.15076,0.855006027262134,3.88187670110254,93.0568771362305,19.8849276387873,10.7767290281828,44.220347328995,63.112,5.94447107873547,0.306948916876512,2260085551.25807,21.2830406859193,3.122178077697754,84056.9921875,3.5,3,4,0.362951144128681,36.529876708984375,43.26782989501953,0.368,TRUE,9282562558.69918,0.40528523444575193,80.3644398548176,11.477795,64.4923807240952,2.36696097190209,0.035367143842982784,-0.007024614898217152,0.0018310423419745092,0.038084266691617685,8.129497033280357
AUT,2014,4115.513,2904.1969999999997,4,17,1,1,1,60.172,0.7056707146836858,0.42461618243946736,Austria,374662287839.195,43838.8346845363,47.3819786391457,60.172,196708952131.045,182090569478.667,100,4531377129.78203,96907902589.5851,232090360703.451,12.5437952924145,-0.0285803217634992,78.4300003051758,14.3011125354513,18.3880563664351,48.5645070083682,57.526,2.39395279884492,0.191846540562628,88506591096.8445,23.848669034824,3.326157331466675,2429371,7,7,7,0.304290824612646,9.339422225952148,9.774263381958008,0.278,TRUE,333529640422.8181,0.5688283069882645,101.10425679466644,12.0145,17.5544854172409,27.0722023189825,0.007529572258096806,0.010327320369835746,-0.0031526400413106614,-2.858440671591467e-4,10.688275340167708
BDI,2014,3675.704,329.18399999999997,1,15,2,1,1,78.938,0.08955672165114491,0.07069428493698077,Burundi,3229972475.40545,299.077479357732,16.9374058140755,78.938,231058535.516634,520507888.399351,7,981911435.396635,435316285.802645,1526604800.00056,-24.3327887365353,0.761607165878431,3.32999992370605,46.4060513053708,2.21231245750205,94.622070654264,11.776,0.0327702577800271,17.4547483367972,397392837.208584,14.2030571572419,1.349374532699585,14382.85546875,2.5,2,3,0.556203311002363,37.76787567138672,38.3773078918457,0.382,TRUE,2943832521.19984,0.40204388177691286,23.26850862162975,2.02547,87.2766776595719,-11.3999549342784,NA,NA,NA,NA,5.7007026681094795
BIH,2014,812.031,488.1180000000001,4,14,4,1,1,50.465,0.6011075931830191,0.3033489468998106,Bosnia and Herzegovina,15725819000.0295,4411.38102277262,39.9462729767212,50.465,5247057315.82565,8570615517.3939,99.9,926210836.227213,3540099132.85685,8904337133.36947,NA,2.45997594841789,59.5699996948242,14.485393268513,16.7737639028408,45.4739107599981,46.84,9.57797851169659,1.23632273750299,3455332828.27481,22.5258642223175,NA,102019.4375,4.5,4,5,0.35200286531602,29.613018035888672,33.01105499267578,0.386,TRUE,13370647102.453533,0.5184047034003917,87.86615713428745,9.19401,23.0446795860002,-5.75531454979399,0.011472449980530541,0.08700062631153571,-0.005099429953942192,0.02430205778175143,8.391943076508742
BOL,2014,5082.334,2193.35,2,5,3,1,1,67.715,0.431563529669636,0.29223324411579404,Bolivia Plurinational State of,31471565392.0531,2900.90241433528,NA,67.715,10827442662.9283,12930333917.7983,90,3214591818.20733,8104416737.35793,14313948024.564,8.50860160481999,3.84418423550403,40.8699989318848,32.9798900597052,5.56754270264645,62.727121369388,68.047,51.740358250386,10.5328802221264,6638697975.79446,21.0337970214776,2.82598876953125,156414.53125,5,5,5,0.460381515982429,59.493804931640625,61.756290435791016,0.436,TRUE,25632956580.129257,0.4275244446371805,75.48965640814832,8.67733,62.6935202083563,22.3555034544715,0.053166948958892846,0.11787227648884269,-0.002625215359383759,0.037721361181906055,7.972777144925926
BRA,2014,91977.782,52117.649000000005,2,5,4,1,1,64.04,0.5666330266585468,0.3628717902721334,Brazil,1868463501755.79,9338.34278324839,32.0693994463665,64.04,217646296102.285,295157431666.246,99.7,75343117607.8543,370240494224.659,1154480738293.33,-1.88321900207108,-0.303163572499983,42.5200004577637,22.8142776949133,7.65357587023447,43.8183703322034,85.492,9.34729459467066,3.28623279487755,388161744920.116,20.5484107553739,2.7482216358184814,11955560,6,6,6,0.370529655511633,34.52790451049805,36.43534469604492,0.463,TRUE,1600064350125.8433,0.5763522261545929,27.445209782618218,7.37907,29.3619228807744,17.8868905803525,0.0050269013358601455,-0.05559682643380981,-0.004269448808923215,-0.003036240441488758,9.141884083279546
BRN,2014,190.836,125.67,3,12,1,1,1,65.947,0.6585235490159089,0.43427652486952145,Brunei Darussalam,12981233067.5755,31148.729616258,NA,65.947,7497182435.22797,5349765110.47265,100,134089711.861802,7937071674.38509,5156847206.65696,37.5332692980882,-3.80575462296093,70.6455535888672,24.0360839399113,3.94036719811974,38.843209243132,76.332,92.5398767886258,22.0986474634681,4277343450.11629,27.4418169417948,2.740758180618286,158275.890625,2.5,2,3,0.40766707235432,28.990692138671875,31.95235824584961,0.394,TRUE,13228008592.90385,0.5121045359634855,98.96554109169875,8.97,8.94172220850819,63.0734636427907,NA,NA,NA,NA,10.346528740599304
CHE,2014,4469.001,2927.9270000000006,4,17,1,1,1,67.991,0.6551636484306002,0.44545231620444936,Switzerland,682887233860.616,83394.3711423724,16.7192645031926,67.991,425910692646.092,352573230720.936,100,4801173781.68739,168460755921.136,488309808518.93,15.3150162352189,1.10869359440046,84.6399993896484,14.8787479920449,17.7142281195699,48.352481328327,73.696,1.11392904766745,0.0133939110821008,171615659192.478,25.5531960420311,3.664853811264038,2550385.75,7,7,7,0.282602579923211,8.061158180236816,8.4219818115234375,0.297,TRUE,661571738221.7534,0.6096926412977256,113.99889831970768,13.64011,15.2432543384877,36.0143127599419,0.02322696612914754,0.04074690436664952,0.005737775065423278,0.011025926394818697,11.331336093771437
COM,2014,173.494,78.431,1,15,3,2,2,44.467,0.45206750665729073,0.20102085818529747,Comoros,955071579.822191,1342.32965963909,NA,44.467,93671031.126295,264580271.39085,71.8,297024274.049766,100783928.480739,512776057.415163,2.58826905733308,-0.0905995329650153,11.3353881835938,39.9669010298629,4.21207233987231,79.1440901583209,28.338,1.60903288612314,1.97695678379704,106222758.560949,15.2029653780834,NA,10712.7099609375,4.5,5,4,0.541685841167786,40.74119567871094,37.43722915649414,0.537,TRUE,910584259.945668,0.4357645023375077,37.51041388791423,4.959463,58.5686751486731,-4.67990486548449,NA,NA,NA,NA,7.202161935382299
CYP,2014,362.741,215.85,3,16,1,2,1,64.633,0.5950526684328488,0.3846003911882031,Cyprus,19251098194.7843,22581.828125,50.8825846479159,64.633,12797821208.3915,12391749779.0178,100,361367300.683219,1966254817.77844,14557822643.8198,0.976809752607939,-0.688974986618589,69.5,16.0713030157668,12.2610616321095,39.5330557690566,67.031,0,0.0348718589179378,2577058135.18331,13.1877395604674,2.8018157482147217,181832.40625,7,7,7,0.360099736698421,25.18581199645996,29.654775619506836,0.304,TRUE,16885444762.281458,0.7573241922824921,130.84744949373282,11.88368,17.8883282583444,14.2467862268507,-0.017920230590394937,0.028100894089494233,0.009279691053773576,-0.006913576031722712,10.02490079656103
CZE,2014,4974.295,3694.6730000000002,4,4,1,1,1,59.27,0.7427530936544777,0.4402297586090089,Czechia,180173337872.859,17118.0425569684,34.2174755498584,59.27,142864175456.07,131331685593.78,100,3918264830.53001,60299991259.7185,99077735047.5126,6.38444514268653,2.13762754064079,89.629997253418,15.0964291865759,17.6054939584589,48.5926586211395,73.384,2.65099353687188,0.345428962074698,45668139559.937,25.3494353917128,3.6531457901000977,2003524.125,7,7,7,0.25989151818248,16.822980880737305,17.652685165405273,0.252,TRUE,163295991137.7611,0.505064542487455,152.1844820587932,12.63814,17.9931442039464,31.6363829893666,0.02220378325234762,0.06818572041895976,2.531111593349067e-4,0.021151007437079983,9.747888306533126
ECU,2014,6784.36,3293.409,2,5,4,1,1,62.619,0.4854413680877784,0.30397853028288596,Ecuador,97093344927.4784,6055.04172761485,33.3268796672496,62.619,23236066604.6811,25730809211.5319,99,7909299313.58746,27990228326.5318,54399429092.0248,7.27476736443042,2.74412306472649,38.5200004577637,29.5684264877395,6.44847191551272,56.2912618898864,63.261,51.6086837081626,11.5903571785583,25332050585.8445,24.7058907826623,2.7304000854492188,905776.125,5,5,5,0.467592970120392,28.82486915588379,31.273834228515625,0.426,TRUE,90298956732.14407,0.4666855176482328,50.43278285734997,8.36136,42.9417380816241,25.9895865754282,0.04139205796050405,0.04741813007891693,0.005733519870565473,0.027071469302123674,8.708646547394471
FRA,2014,26376.503,18917.442000000003,4,17,1,1,1,55.764,0.7172081151167007,0.399943933313677,France,2416703157283.96,36444.3949135827,49.1207847434763,55.764,740593707790.773,734253882343.943,100,36769018650.041,421502545833.656,1699058720636.11,7.98269353524925,0.519383755439208,68.5299987792969,18.3460677450324,18.387873214191,58.0626367615727,79.394,3.879573777375,0.0462251783929265,521730824408.78,21.8364708236132,3.132451295852661,15560292,7,7,7,0.299295304485361,14.268917083740234,15.13498592376709,0.299,TRUE,2157330285119.8071,0.6587383268920897,61.02725465845961,11.2255,11.6107111136531,21.1208296886926,0.009928874563563284,0.028076092081601445,-0.009033033554345593,0.00518039610184573,10.503542950950614
GBR,2014,30653.444,16162.471000000001,4,10,1,1,1,62.108,0.5272644404981053,0.3274733987045632,United Kingdom of Great Britain and Northern Ireland,2864242231205.47,44336.537861323,39.4099587976251,62.108,785676761284.111,818982705182.142,100,21391992536.3459,506480629185.938,2032770433571.96,2.58451138293446,2.437437654793,74.7099990844727,17.8347306632136,17.5840843935351,54.8438613424964,82.365,10.8953001970876,0.569359660800821,506526969739.767,17.7177191688224,3.734284877777099,12936150,7,7,7,0.285426572381877,11.994688987731934,12.43350887298584,0.311,TRUE,2560643055294.2437,0.6693926493329487,56.02387427235516,12.88898,15.2470882640072,15.7753445074775,0.03144670168596164,0.12655267925610403,0.002127591789322203,0.02408206189874207,10.699564398509754
GRC,2014,3505.419,2118.7260000000006,4,14,1,1,1,51.23,0.6044144794103075,0.3096415378019005,Greece,195012591244.259,17903.5252559978,49.7478747922233,51.23,59509613718.0101,59507456824.9507,100,7602559848.625,28726171910.5422,135390258783.152,-4.38457373417175,1.4658565283037,56.2700004577637,14.5872735902825,20.6970672852563,54.5221040368717,77.702,38.4497921134743,0.12477838312053,23204659929.6019,12.136918450953,3.026317596435547,2385307.5,6,6,6,0.341159597926749,25.471214294433594,30.120651245117188,0.331,TRUE,171718990542.31918,0.6515836055514805,61.030454384295844,10.59598,35.9671442740782,10.7333476369643,0.007891034118291174,0.051351334994528486,-0.006517849816921384,0.014552167018610618,9.792752914114235
GTM,2014,6060.085,2396.8130000000006,2,5,4,1,1,60.732,0.3955081488130943,0.24020000893716842,Guatemala,59741346761.3617,3809.61576365876,13.2836110327953,60.732,11991163483.3682,18037340590.7409,85.5,6039505556.27346,13739624823.4307,36550093042.0272,1.5088310941665,2.48328424888204,18.3899993896484,36.9435760415388,4.08970314171432,69.5871817440447,49.634,6.54261244833977,2.98111660499136,9100329443.69432,15.0711623329069,1.8450628519058228,375041.3125,4.5,5,4,0.456430923821584,47.172794342041016,50.20417404174805,0.451,TRUE,56329223421.73136,0.4920174487868846,50.26419004924464,5.83699,40.7275183376448,3.47660892313186,0.043480641978337786,-0.013000610402240653,0.0084662189663538,0.024529518792590466,8.245283613601705
IDN,2014,116398.974,49955.086,3,12,4,1,1,66.624,0.42917118839896307,0.2859310125589251,Indonesia,820828013260.627,3170.72103023033,NA,66.624,186104152989.012,190785883241.09,97,111948603599.956,334738896339.374,353552781042.291,10.8232460448419,3.77968595157438,31.0900001525879,27.1512431257083,6.04134063476124,49.6839805094095,52.635,29.0428546208956,4.79162103687978,284683794412.204,34.6003439149803,2.35874342918396,12861524,5,6,4,0.463054125433837,16.171186447143555,18.512422561645508,0.474,TRUE,800240280981.6211,0.3897380163104701,45.915835003359334,7.7965,53.297939839427,33.4358576953973,0.04885367096954596,0.055036825700430114,-0.0019942877033525264,0.03710006184916459,8.061714295338847
IRN,2014,20997.036,13211.365000000002,3,13,4,1,1,40.889,0.6292014263346504,0.2572741712139752,Iran Islamic Republic of,415106476157.819,5093.20319702186,NA,40.889,69595600918.5952,108154030344.315,100,40105359100.1979,138174874678.738,227808073072.872,NA,3.58412137758097,46.9500007629395,23.4123786500549,5.77067909295602,41.2091454936804,72.83,67.7953155547417,24.8607811408678,214422843135.557,36.9396571448965,2.2895567417144775,6127762.5,2,2,2,0.360317240261357,16.10812759399414,17.492013931274414,0.379,TRUE,406088306851.8079,0.44022958462256156,42.8202500977922,10.116,43.3882321977859,39.8309446149145,0.04864515429500571,0.03946366883188901,-0.006362848902754958,0.03521386353429712,8.535662223403053
ISR,2014,3545.66,2490.168,3,16,1,1,1,65.62,0.702314378705234,0.4608586953063746,Israel,295877497534.411,36013.6686508041,34.9766350195177,65.62,96235366150.6797,84968046138.6734,100,4587487672.05523,59851355859.5258,200845592041.508,16.6641861051166,1.91021710876316,81.2300033569336,28.221064762493,10.795297915876,63.9784018028702,92.104,1.14301444001863,0.240636647906702,66355867587.1533,22.9448697656914,3.687227964401245,960080.0625,6.5,7,6,0.30890020220653,20.235898971557617,20.298187255859375,0.36,TRUE,265284435573.08902,0.6243930705556514,61.24271490713107,12.91597,11.7216198747555,24.2336683906612,0.038117453233248,0.06552899913304344,0.0077870217782596285,0.018922015247289536,10.491653830120793
ITA,2014,22278.918,14374.763,4,14,1,1,1,48.732,0.6452181833965186,0.31442772513279144,Italy,1829227175717.41,30091.3481539205,43.5698249256497,48.732,517219024633.953,456335366852.422,100,35092394888.0664,371731263226.747,1219764753856.38,3.91645458333882,-0.914682836793602,48.6399993896484,13.8275522315507,21.6978740078895,55.0999005218692,69.272,3.73903759474597,0.138451592682719,313638328824.106,17.0766736026264,3.067506790161133,16771716,7,7,7,0.343134396087197,26.13443946838379,29.437475204467773,0.336,TRUE,1626588411971.1934,0.6150305760808314,53.22216969057186,10.22186,24.4673393588782,19.8669552550822,-1.387649393080892e-5,0.009460809788780722,0.00489581954180851,-0.009188917453551326,10.31199297267228
KHM,2014,8520.559,2601.8780000000006,3,12,3,1,1,80.293,0.3053647067052761,0.24518648395486736,Cambodia,22549052336.9265,1464.53115866927,9.43642007472864,80.293,12458473766.8922,14778482765.902,56.1,4859563939.06106,6756623952.42393,9543992424.86655,13.6875443793142,6.41109251902618,10.0699996948242,32.0491766731746,4.40694011728368,57.3715668304458,21.799,3.21354629705442e-7,2.54882052672262,6573106865.94308,30.0126716073678,1.819806456565857,118962,2.5,2,3,0.503458571878799,39.86655807495117,45.9627685546875,0.352,TRUE,21160180316.35154,0.3581328044305186,120.78980582341704,3.59845,54.4651061876147,18.1985284393338,0.07696401100380612,0.09989986426085906,9.220495071113888e-4,0.062139638483850845,7.289290442019109
LKA,2014,7484.6,3360.4310000000005,3,13,3,2,1,51.599,0.44897937097506885,0.23166886562942576,Sri Lanka,81704500476.9099,3932.2601057325,14.2032918225841,51.599,NA,NA,92.7,6638553937.99504,24874608034.8521,43852845877.633,NA,5.38986887622596,31.8137474060059,24.8722308563944,8.63567606310462,50.3938229236869,18.218,2.6384817081413,0.106716230120525,NA,NA,2.872724771499634,605678.875,3,3,3,0.486381907372733,36.35448455810547,41.38996887207031,0.486,TRUE,75366007850.48015,0.4552592636166031,NA,10.419423,42.9786655198141,NA,0.06182840420683178,NA,-0.008760137832880321,0.052496324780358705,8.276969630079304
MDV,2014,205.57,141.37200000000004,3,13,4,2,2,56.723,0.6877073502943039,0.390088240307438,Maldives,3971758368.31861,9602.5027218867,24.6529190782701,56.723,3255513941.18553,2902169243.63418,100,229709577.870872,366888052.705109,2876882809.32907,19.8175770280531,4.27033704953379,17.3506374359131,23.5287717864595,4.09799403796266,38.1726285126341,38.106,0.0466777384759983,0.00517496156762446,1313777784.4083,27.861179749041,2.053309202194214,34480.2265625,4,4,4,0.553123757735405,25.183191299438477,29.13670539855957,0.384,TRUE,3473480439.905051,0.7015152486492158,155.03670197909045,5.966971,21.2748269567889,44.4701834665361,NA,NA,NA,NA,9.169779043676067
MEX,2014,48617.093,26438.855000000003,2,5,4,1,1,60.476,0.543818097063105,0.3288794323798834,Mexico,1181370028689.69,9862.48125444199,20.9971763643316,60.476,387271923577.136,419081778712.835,99.2,36751435136.9368,367493529618.754,712551563666.242,5.94441597849834,1.27091420531951,31.1200008392334,28.3445326761251,6.51446394948331,53.513139465276,78.993,10.4122287602677,4.74356172979305,276689240550.639,22.2932759800089,2.676778793334961,9309953,5,5,5,0.364446158994766,27.76826858520508,30.45993423461914,0.449,TRUE,1116796528421.9326,0.5164481101700095,68.2558117023109,8.40347,32.0797250851316,17.4376998919687,0.02472932901764935,0.018581767356611323,-0.009168109383036693,0.012629058720506237,9.19649306446203
